"subject" "activity" "measurement" "X" "Y" "Z" "Magnitude"
"982" "16" "WALKING" "FrequencyDomainBodyBodyAccelerationJerkStandardDeviation" NA NA NA -0.441447754509804
"1162" "16" "WALKING" "FrequencyDomainBodyBodyGyroscopeJerkMean" NA NA NA -0.72068229
"1342" "16" "WALKING" "FrequencyDomainBodyBodyGyroscopeJerkStandardDeviation" NA NA NA -0.745726853921569
"1522" "16" "WALKING" "FrequencyDomainBodyBodyGyroscopeMean" NA NA NA -0.669228540784314
"1702" "16" "WALKING" "FrequencyDomainBodyBodyGyroscopeStandardDeviation" NA NA NA -0.721137001568627
"1882" "16" "WALKING" "FrequencyDomainBodyGyroscopeMean" -0.59574648627451 -0.619731930392157 -0.432885310980392 NA
"2062" "16" "WALKING" "FrequencyDomainBodyGyroscopeStandardDeviation" -0.673741136862745 -0.61194087745098 -0.403219791372549 NA
"2242" "16" "WALKING" "TimeseriesBodyAccelerationJerkMean" 0.0770223771764706 0.00968444678235294 0.00360803282352941 -0.363144483529412
"2422" "16" "WALKING" "TimeseriesBodyAccelerationJerkStandardDeviation" -0.396223738431373 -0.425563858627451 -0.44025821745098 -0.403386563921569
"2602" "16" "WALKING" "TimeseriesBodyAccelerationMean" 0.276023564509804 -0.0204286929452941 -0.108804049803922 -0.258766694117647
"2782" "16" "WALKING" "TimeseriesBodyAccelerationStandardDeviation" -0.404692523921569 -0.314569762352941 -0.159799790235294 -0.47180926745098
"2962" "16" "WALKING" "TimeseriesBodyGyroscopeJerkMean" -0.110917348282353 -0.0433876843176471 -0.0532986670705882 -0.671541834117647
"3142" "16" "WALKING" "TimeseriesBodyGyroscopeJerkStandardDeviation" -0.675889722745098 -0.712237752941177 -0.571264779411765 -0.722808438431373
"3322" "16" "WALKING" "TimeseriesBodyGyroscopeMean" -0.0151721912792157 -0.0695955689607843 0.0818650735686274 -0.485931932745098
"3502" "16" "WALKING" "TimeseriesBodyGyroscopeStandardDeviation" -0.654171847058823 -0.612593634117647 -0.365489530588235 -0.665078404313725
"3682" "16" "WALKING" "TimeseriesGravityAccelerationMean" 0.925981326078431 -0.0668246472745098 -0.217351194313725 -0.258766694117647
"3862" "16" "WALKING" "TimeseriesGravityAccelerationStandardDeviation" -0.982469595490196 -0.973784841960784 -0.961387254313726 -0.47180926745098
"83" "16" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyAccelerationJerkMean" -0.155444882765957 -0.289957855489362 -0.241974080021277 NA
"263" "16" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyAccelerationJerkStandardDeviation" -0.125682818093191 -0.281507406948936 -0.36402669587234 NA
"443" "16" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyAccelerationMean" 0.0368263528276596 -0.134598352726809 -0.04769426376 0.114032088546809
"623" "16" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyAccelerationStandardDeviation" 0.266115492098298 -0.208680587882979 -0.0379716239787234 -0.0534137179170213
"803" "16" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyAccelerationJerkMean" NA NA NA -0.0745659082223404
"983" "16" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyAccelerationJerkStandardDeviation" NA NA NA -0.0919623368021277
"1163" "16" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyGyroscopeJerkMean" NA NA NA -0.58966315
"1343" "16" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyGyroscopeJerkStandardDeviation" NA NA NA -0.633479804680851
"1523" "16" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyGyroscopeMean" NA NA NA -0.488253939574468
"1703" "16" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyGyroscopeStandardDeviation" NA NA NA -0.479939845914894
"1883" "16" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyGyroscopeMean" -0.420844008625532 -0.479512983617021 -0.375000625531915 NA
"2063" "16" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyGyroscopeStandardDeviation" -0.470373498510638 -0.565214032765957 -0.521100818723404 NA
"2243" "16" "WALKING_DOWNSTAIRS" "TimeseriesBodyAccelerationJerkMean" 0.0907857064255319 -0.0148114530276596 -0.029312256293617 -0.165908810808511
"2423" "16" "WALKING_DOWNSTAIRS" "TimeseriesBodyAccelerationJerkStandardDeviation" -0.101186926595745 -0.261684752425532 -0.303381582831915 -0.0783498875595745
"2603" "16" "WALKING_DOWNSTAIRS" "TimeseriesBodyAccelerationMean" 0.295586802191489 -0.0183898583787234 -0.119873705148936 0.191079793587447
"2783" "16" "WALKING_DOWNSTAIRS" "TimeseriesBodyAccelerationStandardDeviation" 0.207251997929787 -0.146993837655319 0.0114353944787234 0.119183740638298
"2963" "16" "WALKING_DOWNSTAIRS" "TimeseriesBodyGyroscopeJerkMean" -0.103904044543617 -0.0567686629753191 -0.0612136932929787 -0.590896636382979
"3143" "16" "WALKING_DOWNSTAIRS" "TimeseriesBodyGyroscopeJerkStandardDeviation" -0.623676024255319 -0.583421784680851 -0.540633469361702 -0.595822214468085
"3323" "16" "WALKING_DOWNSTAIRS" "TimeseriesBodyGyroscopeMean" -0.0225373369978723 -0.068264792706383 0.0835380057 -0.309820427234043
"3503" "16" "WALKING_DOWNSTAIRS" "TimeseriesBodyGyroscopeStandardDeviation" -0.45418847106383 -0.528329304680851 -0.444636334893617 -0.422315316808511
"3683" "16" "WALKING_DOWNSTAIRS" "TimeseriesGravityAccelerationMean" 0.917818427021277 -0.0584832676382979 -0.225382496382979 0.191079793587447
"3863" "16" "WALKING_DOWNSTAIRS" "TimeseriesGravityAccelerationStandardDeviation" -0.957785118085106 -0.955487793617021 -0.910588943191489 0.119183740638298
"84" "16" "WALKING_UPSTAIRS" "FrequencyDomainBodyAccelerationJerkMean" -0.546088862941176 -0.468605205294118 -0.565220840588235 NA
"264" "16" "WALKING_UPSTAIRS" "FrequencyDomainBodyAccelerationJerkStandardDeviation" -0.538073090196078 -0.417127012352941 -0.620123586470588 NA
"444" "16" "WALKING_UPSTAIRS" "FrequencyDomainBodyAccelerationMean" -0.474984014705882 -0.268063812745098 -0.335853041176471 -0.370649738235294
"624" "16" "WALKING_UPSTAIRS" "FrequencyDomainBodyAccelerationStandardDeviation" -0.369636140980392 -0.166324239117647 -0.094561233145098 -0.418924256078431
"804" "16" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyAccelerationJerkMean" NA NA NA -0.475597717843137
"984" "16" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyAccelerationJerkStandardDeviation" NA NA NA -0.51993124
"1164" "16" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyGyroscopeJerkMean" NA NA NA -0.787833632352941
"1344" "16" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyGyroscopeJerkStandardDeviation" NA NA NA -0.825314327058824
"1524" "16" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyGyroscopeMean" NA NA NA -0.630546675490196
"1704" "16" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyGyroscopeStandardDeviation" NA NA NA -0.532486721568627
"1884" "16" "WALKING_UPSTAIRS" "FrequencyDomainBodyGyroscopeMean" -0.53239971627451 -0.642018064117647 -0.492427493529412 NA
"2064" "16" "WALKING_UPSTAIRS" "FrequencyDomainBodyGyroscopeStandardDeviation" -0.509896031372549 -0.559600598431373 -0.387309489901961 NA
"2244" "16" "WALKING_UPSTAIRS" "TimeseriesBodyAccelerationJerkMean" 0.0762526677 0.0173729333352941 0.0380533591627451 -0.48321905
"2424" "16" "WALKING_UPSTAIRS" "TimeseriesBodyAccelerationJerkStandardDeviation" -0.521089140196078 -0.425625937254902 -0.593411129607843 -0.493067129607843
"2604" "16" "WALKING_UPSTAIRS" "TimeseriesBodyAccelerationMean" 0.255986102627451 -0.0143654945011765 -0.124074517745098 -0.233990331568627
"2784" "16" "WALKING_UPSTAIRS" "TimeseriesBodyAccelerationStandardDeviation" -0.397083831568627 -0.163732745078431 -0.129283825721569 -0.334795080196078
"2964" "16" "WALKING_UPSTAIRS" "TimeseriesBodyGyroscopeJerkMean" -0.140908293613922 -0.0296211298558824 -0.035416300054902 -0.737705162156863
"3144" "16" "WALKING_UPSTAIRS" "TimeseriesBodyGyroscopeJerkStandardDeviation" -0.707264168627451 -0.77471906627451 -0.717101021960784 -0.797293228431373
"3324" "16" "WALKING_UPSTAIRS" "TimeseriesBodyGyroscopeMean" 0.0718408878078431 -0.0486136789705882 -0.00779288021764706 -0.308260568039216
"3504" "16" "WALKING_UPSTAIRS" "TimeseriesBodyGyroscopeStandardDeviation" -0.508087166666667 -0.58638289372549 -0.365025170078431 -0.518189646470588
"3684" "16" "WALKING_UPSTAIRS" "TimeseriesGravityAccelerationMean" 0.826874282745098 -0.0805926025490196 -0.379059698039216 -0.233990331568627
"3864" "16" "WALKING_UPSTAIRS" "TimeseriesGravityAccelerationStandardDeviation" -0.948413552745098 -0.933657461176471 -0.907649558823529 -0.334795080196078
"85" "17" "LAYING" "FrequencyDomainBodyAccelerationJerkMean" -0.98147206915493 -0.977212387746479 -0.98038005915493 NA
"265" "17" "LAYING" "FrequencyDomainBodyAccelerationJerkStandardDeviation" -0.983213244366197 -0.978343915774648 -0.983854158873239 NA
"445" "17" "LAYING" "FrequencyDomainBodyAccelerationMean" -0.974359280140845 -0.954648102253521 -0.965406091549296 -0.961046326338028
"625" "17" "LAYING" "FrequencyDomainBodyAccelerationStandardDeviation" -0.972438525352113 -0.942791615915493 -0.950116956478873 -0.949042531690141
"805" "17" "LAYING" "FrequencyDomainBodyBodyAccelerationJerkMean" NA NA NA -0.979687318732394
"985" "17" "LAYING" "FrequencyDomainBodyBodyAccelerationJerkStandardDeviation" NA NA NA -0.979657231408451
"1165" "17" "LAYING" "FrequencyDomainBodyBodyGyroscopeJerkMean" NA NA NA -0.982765526478873
"1345" "17" "LAYING" "FrequencyDomainBodyBodyGyroscopeJerkStandardDeviation" NA NA NA -0.981983437605634
"1525" "17" "LAYING" "FrequencyDomainBodyBodyGyroscopeMean" NA NA NA -0.969014444788732
"1705" "17" "LAYING" "FrequencyDomainBodyBodyGyroscopeStandardDeviation" NA NA NA -0.96002383915493
"1885" "17" "LAYING" "FrequencyDomainBodyGyroscopeMean" -0.971949211126761 -0.973669098591549 -0.976164852112676 NA
"2065" "17" "LAYING" "FrequencyDomainBodyGyroscopeStandardDeviation" -0.977203498309859 -0.970627806901408 -0.978357126056338 NA
"2245" "17" "LAYING" "TimeseriesBodyAccelerationJerkMean" 0.077908974656338 0.00706867100408451 -0.000143542544507042 -0.981607627887324
"2425" "17" "LAYING" "TimeseriesBodyAccelerationJerkStandardDeviation" -0.981489017183099 -0.976960542816901 -0.98281300056338 -0.980126745352113
"2605" "17" "LAYING" "TimeseriesBodyAccelerationMean" 0.269780085577465 -0.0168462006729577 -0.107006279704225 -0.953021411126761
"2785" "17" "LAYING" "TimeseriesBodyAccelerationStandardDeviation" -0.972960567323944 -0.944792875211268 -0.953476700140845 -0.948257993521127
"2965" "17" "LAYING" "TimeseriesBodyGyroscopeJerkMean" -0.102049763957746 -0.0361961143943662 -0.0604927046338028 -0.985542411126761
"3145" "17" "LAYING" "TimeseriesBodyGyroscopeJerkStandardDeviation" -0.980792372112676 -0.983135596619718 -0.988221713380282 -0.982038121126761
"3325" "17" "LAYING" "TimeseriesBodyGyroscopeMean" -0.0234756467113239 -0.0944580192535211 0.111440490309859 -0.960733121690141
"3505" "17" "LAYING" "TimeseriesBodyGyroscopeStandardDeviation" -0.975893061830986 -0.971484336197183 -0.976200771267606 -0.959325498732394
"3685" "17" "LAYING" "TimeseriesGravityAccelerationMean" -0.19913309 0.658792072253521 0.722657502112676 -0.953021411126761
"3865" "17" "LAYING" "TimeseriesGravityAccelerationStandardDeviation" -0.961063222394366 -0.961466681267606 -0.957164565211268 -0.948257993521127
"86" "17" "SITTING" "FrequencyDomainBodyAccelerationJerkMean" -0.99454262109375 -0.9883274196875 -0.9888280653125 NA
"266" "17" "SITTING" "FrequencyDomainBodyAccelerationJerkStandardDeviation" -0.9946131621875 -0.98991581109375 -0.99081824828125 NA
"446" "17" "SITTING" "FrequencyDomainBodyAccelerationMean" -0.9939693815625 -0.96992798921875 -0.97484160453125 -0.973626755
"626" "17" "SITTING" "FrequencyDomainBodyAccelerationStandardDeviation" -0.99465731359375 -0.959789141875 -0.96292107328125 -0.9653996796875
"806" "17" "SITTING" "FrequencyDomainBodyBodyAccelerationJerkMean" NA NA NA -0.99142725046875
"986" "17" "SITTING" "FrequencyDomainBodyBodyAccelerationJerkStandardDeviation" NA NA NA -0.99031962640625
"1166" "17" "SITTING" "FrequencyDomainBodyBodyGyroscopeJerkMean" NA NA NA -0.995204564375
"1346" "17" "SITTING" "FrequencyDomainBodyBodyGyroscopeJerkStandardDeviation" NA NA NA -0.99362452375
"1526" "17" "SITTING" "FrequencyDomainBodyBodyGyroscopeMean" NA NA NA -0.98336929234375
"1706" "17" "SITTING" "FrequencyDomainBodyBodyGyroscopeStandardDeviation" NA NA NA -0.97471085296875
"1886" "17" "SITTING" "FrequencyDomainBodyGyroscopeMean" -0.98841106765625 -0.98879397953125 -0.98161709828125 NA
"2066" "17" "SITTING" "FrequencyDomainBodyGyroscopeStandardDeviation" -0.99004126046875 -0.984813098125 -0.9809696453125 NA
"2246" "17" "SITTING" "TimeseriesBodyAccelerationJerkMean" 0.075070986171875 0.0056097104915625 -0.0015544841534375 -0.99281471515625
"2426" "17" "SITTING" "TimeseriesBodyAccelerationJerkStandardDeviation" -0.99434060296875 -0.98863700234375 -0.990529261875 -0.99144649921875
"2606" "17" "SITTING" "TimeseriesBodyAccelerationMean" 0.2773570196875 -0.014156274084375 -0.11362408509375 -0.97274734640625
"2786" "17" "SITTING" "TimeseriesBodyAccelerationStandardDeviation" -0.9944439053125 -0.96185862984375 -0.96572919578125 -0.96506519109375
"2966" "17" "SITTING" "TimeseriesBodyGyroscopeJerkMean" -0.094247696875 -0.0411134199378125 -0.051090324421875 -0.996334795
"3146" "17" "SITTING" "TimeseriesBodyGyroscopeJerkStandardDeviation" -0.9952559371875 -0.9949818809375 -0.9938412575 -0.994446755625
"3326" "17" "SITTING" "TimeseriesBodyGyroscopeMean" -0.042549159015625 -0.0669245931234375 0.0860053803375 -0.967177744375
"3506" "17" "SITTING" "TimeseriesBodyGyroscopeStandardDeviation" -0.98963832578125 -0.98612868078125 -0.9797052259375 -0.97541025484375
"3686" "17" "SITTING" "TimeseriesGravityAccelerationMean" 0.94488374765625 -0.002814673171875 -0.135803881679687 -0.97274734640625
"3866" "17" "SITTING" "TimeseriesGravityAccelerationStandardDeviation" -0.99019661703125 -0.9667201059375 -0.9566106440625 -0.96506519109375
"87" "17" "STANDING" "FrequencyDomainBodyAccelerationJerkMean" -0.992129225769231 -0.986278342435897 -0.989563633076923 NA
"267" "17" "STANDING" "FrequencyDomainBodyAccelerationJerkStandardDeviation" -0.992775377692308 -0.988200349487179 -0.991450377692308 NA
"447" "17" "STANDING" "FrequencyDomainBodyAccelerationMean" -0.990927533846154 -0.97417056948718 -0.980231575769231 -0.980967748205128
"627" "17" "STANDING" "FrequencyDomainBodyAccelerationStandardDeviation" -0.991318528333333 -0.966427323846154 -0.966999000897436 -0.975504840641026
"807" "17" "STANDING" "FrequencyDomainBodyBodyAccelerationJerkMean" NA NA NA -0.990162798846154
"987" "17" "STANDING" "FrequencyDomainBodyBodyAccelerationJerkStandardDeviation" NA NA NA -0.989472086666667
"1167" "17" "STANDING" "FrequencyDomainBodyBodyGyroscopeJerkMean" NA NA NA -0.992723939358974
"1347" "17" "STANDING" "FrequencyDomainBodyBodyGyroscopeJerkStandardDeviation" NA NA NA -0.992177303589744
"1527" "17" "STANDING" "FrequencyDomainBodyBodyGyroscopeMean" NA NA NA -0.984291131538461
"1707" "17" "STANDING" "FrequencyDomainBodyBodyGyroscopeStandardDeviation" NA NA NA -0.977263418717949
"1887" "17" "STANDING" "FrequencyDomainBodyGyroscopeMean" -0.980696264102564 -0.987334041282051 -0.985954978205128 NA
"2067" "17" "STANDING" "FrequencyDomainBodyGyroscopeStandardDeviation" -0.981791318076923 -0.983946584871795 -0.986725274871795 NA
"2247" "17" "STANDING" "TimeseriesBodyAccelerationJerkMean" 0.0740864955641026 0.00657853452564103 -0.00403599594166667 -0.991742753589744
"2427" "17" "STANDING" "TimeseriesBodyAccelerationJerkStandardDeviation" -0.992094005512821 -0.98666125974359 -0.991217027307692 -0.990363248205128
"2607" "17" "STANDING" "TimeseriesBodyAccelerationMean" 0.277942503333333 -0.0174120064169231 -0.111432145565 -0.977635981410256
"2787" "17" "STANDING" "TimeseriesBodyAccelerationStandardDeviation" -0.991163919871795 -0.968176663717949 -0.970462679230769 -0.975377309871795
"2967" "17" "STANDING" "TimeseriesBodyGyroscopeJerkMean" -0.101289168653846 -0.0404518753974359 -0.0546331330897436 -0.993672973717949
"3147" "17" "STANDING" "TimeseriesBodyGyroscopeJerkStandardDeviation" -0.989257196282051 -0.993699908589744 -0.992327099487179 -0.992372117307692
"3327" "17" "STANDING" "TimeseriesBodyGyroscopeMean" -0.0269576937130769 -0.0770632126371795 0.0880561869358974 -0.978184576538462
"3507" "17" "STANDING" "TimeseriesBodyGyroscopeStandardDeviation" -0.981373082948718 -0.985121164615385 -0.985538363333333 -0.977680837435897
"3687" "17" "STANDING" "TimeseriesGravityAccelerationMean" 0.904678547435897 -0.257486817948718 -0.202687757012821 -0.977635981410256
"3867" "17" "STANDING" "TimeseriesGravityAccelerationStandardDeviation" -0.985751365769231 -0.975810476025641 -0.969171762179487 -0.975377309871795
"88" "17" "WALKING" "FrequencyDomainBodyAccelerationJerkMean" -0.423446094590164 -0.194232721737705 -0.523427055737705 NA
"268" "17" "WALKING" "FrequencyDomainBodyAccelerationJerkStandardDeviation" -0.343866129016393 -0.0470379377672131 -0.543872996229508 NA
"448" "17" "WALKING" "FrequencyDomainBodyAccelerationMean" -0.360991674918033 -0.0650267622126229 -0.382832802295082 -0.429380043442623
"628" "17" "WALKING" "FrequencyDomainBodyAccelerationStandardDeviation" -0.304806274098361 -0.0556137930852459 -0.262391594918033 -0.565162507704918
"808" "17" "WALKING" "FrequencyDomainBodyBodyAccelerationJerkMean" NA NA NA -0.335938891803279
"988" "17" "WALKING" "FrequencyDomainBodyBodyAccelerationJerkStandardDeviation" NA NA NA -0.211231860180328
"1168" "17" "WALKING" "FrequencyDomainBodyBodyGyroscopeJerkMean" NA NA NA -0.582711859672131
"1348" "17" "WALKING" "FrequencyDomainBodyBodyGyroscopeJerkStandardDeviation" NA NA NA -0.520385479180328
"1528" "17" "WALKING" "FrequencyDomainBodyBodyGyroscopeMean" NA NA NA -0.518618058688525
"1708" "17" "WALKING" "FrequencyDomainBodyBodyGyroscopeStandardDeviation" NA NA NA -0.615320077704918
"1888" "17" "WALKING" "FrequencyDomainBodyGyroscopeMean" -0.40771670852459 -0.490166286557377 -0.398809217540984 NA
"2068" "17" "WALKING" "FrequencyDomainBodyGyroscopeStandardDeviation" -0.504849290819672 -0.439238787704918 -0.438768699508197 NA
"2248" "17" "WALKING" "TimeseriesBodyAccelerationJerkMean" 0.0773188580032787 0.0130098548360656 0.0243753334442623 -0.301093269180328
"2428" "17" "WALKING" "TimeseriesBodyAccelerationJerkStandardDeviation" -0.355492635409836 -0.0935385034 -0.534303311639344 -0.275672786229508
"2608" "17" "WALKING" "TimeseriesBodyAccelerationMean" 0.272341855245902 -0.0184875403339344 -0.109792122032787 -0.151151487704918
"2788" "17" "WALKING" "TimeseriesBodyAccelerationStandardDeviation" -0.31950017295082 -0.0175797885542623 -0.265824489180328 -0.461837866885246
"2968" "17" "WALKING" "TimeseriesBodyGyroscopeJerkMean" -0.109959237927869 -0.0379251328622951 -0.0513807166754098 -0.517167440655738
"3148" "17" "WALKING" "TimeseriesBodyGyroscopeJerkStandardDeviation" -0.431296148196721 -0.560203489016393 -0.524422887377049 -0.53970849147541
"3328" "17" "WALKING" "TimeseriesBodyGyroscopeMean" -0.00922265519180328 -0.0839773343770492 0.0757132656704918 -0.335009836885246
"3508" "17" "WALKING" "TimeseriesBodyGyroscopeStandardDeviation" -0.47981351295082 -0.454932903934426 -0.386044435409836 -0.522494763606557
"3688" "17" "WALKING" "TimeseriesGravityAccelerationMean" 0.92811236852459 -0.179927382704918 -0.190265949622951 -0.151151487704918
"3868" "17" "WALKING" "TimeseriesGravityAccelerationStandardDeviation" -0.980983351639344 -0.968613202622951 -0.956903248196721 -0.461837866885246
"89" "17" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyAccelerationJerkMean" -0.215092049054348 -0.351268404347826 -0.498668458043478 NA
"269" "17" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyAccelerationJerkStandardDeviation" -0.0718767032673913 -0.298931144913043 -0.573043711086957 NA
"449" "17" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyAccelerationMean" -0.0226239171245652 -0.130272514565217 -0.3180818605 0.0580680522108696
"629" "17" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyAccelerationStandardDeviation" 0.258941676302174 -0.0860527358695652 -0.245413541641304 -0.0618876767130435
"809" "17" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyAccelerationJerkMean" NA NA NA -0.188680399771739
"989" "17" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyAccelerationJerkStandardDeviation" NA NA NA -0.236538515947826
"1169" "17" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyGyroscopeJerkMean" NA NA NA -0.57734888
"1349" "17" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyGyroscopeJerkStandardDeviation" NA NA NA -0.643399203913044
"1529" "17" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyGyroscopeMean" NA NA NA -0.40943875826087
"1709" "17" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyGyroscopeStandardDeviation" NA NA NA -0.428868687826087
"1889" "17" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyGyroscopeMean" -0.316412962967391 -0.451126869347826 -0.403380386086957 NA
"2069" "17" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyGyroscopeStandardDeviation" -0.393194731747826 -0.469390428043478 -0.540949520217391 NA
"2249" "17" "WALKING_DOWNSTAIRS" "TimeseriesBodyAccelerationJerkMean" 0.118250858006522 -0.0113826178208696 -0.00939838078195652 -0.221631694184783
"2429" "17" "WALKING_DOWNSTAIRS" "TimeseriesBodyAccelerationJerkStandardDeviation" -0.103436471413043 -0.304063534173913 -0.536331570652174 -0.206576683876087
"2609" "17" "WALKING_DOWNSTAIRS" "TimeseriesBodyAccelerationMean" 0.29391828326087 -0.0167359404347826 -0.0892432745173913 0.148951103536087
"2789" "17" "WALKING_DOWNSTAIRS" "TimeseriesBodyAccelerationStandardDeviation" 0.187719760269565 -0.0607892037384783 -0.231064156615217 0.0914076757326087
"2969" "17" "WALKING_DOWNSTAIRS" "TimeseriesBodyGyroscopeJerkMean" -0.1077700285 -0.0381702367441304 -0.0582518846641304 -0.540325787826087
"3149" "17" "WALKING_DOWNSTAIRS" "TimeseriesBodyGyroscopeJerkStandardDeviation" -0.526801825217391 -0.572144734130435 -0.542770646521739 -0.592319490869565
"3329" "17" "WALKING_DOWNSTAIRS" "TimeseriesBodyGyroscopeMean" 0.0677728390673913 -0.123517195928261 0.0162878745776087 -0.232641763307609
"3509" "17" "WALKING_DOWNSTAIRS" "TimeseriesBodyGyroscopeStandardDeviation" -0.370436868891304 -0.459281989565217 -0.468462984347826 -0.352687281086957
"3689" "17" "WALKING_DOWNSTAIRS" "TimeseriesGravityAccelerationMean" 0.928817578043478 -0.151077057652174 -0.160962985956522 0.148951103536087
"3869" "17" "WALKING_DOWNSTAIRS" "TimeseriesGravityAccelerationStandardDeviation" -0.950026242173913 -0.946576675652174 -0.901097766521739 0.0914076757326087
"90" "17" "WALKING_UPSTAIRS" "FrequencyDomainBodyAccelerationJerkMean" -0.360272225833333 -0.37705192875 -0.633017707916667 NA
"270" "17" "WALKING_UPSTAIRS" "FrequencyDomainBodyAccelerationJerkStandardDeviation" -0.287219038291667 -0.365114263583333 -0.680325770833333 NA
"450" "17" "WALKING_UPSTAIRS" "FrequencyDomainBodyAccelerationMean" -0.1397522212625 -0.1175197356 -0.3999234945625 -0.150305643291667
"630" "17" "WALKING_UPSTAIRS" "FrequencyDomainBodyAccelerationStandardDeviation" -0.0355381172854167 -0.0252781736083333 -0.2048157105 -0.217393170604167
"810" "17" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyAccelerationJerkMean" NA NA NA -0.360299853125
"990" "17" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyAccelerationJerkStandardDeviation" NA NA NA -0.437383107916667
"1170" "17" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyGyroscopeJerkMean" NA NA NA -0.669008763541667
"1350" "17" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyGyroscopeJerkStandardDeviation" NA NA NA -0.7241557425
"1530" "17" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyGyroscopeMean" NA NA NA -0.504066956875
"1710" "17" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyGyroscopeStandardDeviation" NA NA NA -0.496444579791667
"1890" "17" "WALKING_UPSTAIRS" "FrequencyDomainBodyGyroscopeMean" -0.416223018291667 -0.521435415208333 -0.324273713333333 NA
"2070" "17" "WALKING_UPSTAIRS" "FrequencyDomainBodyGyroscopeStandardDeviation" -0.5244683916875 -0.481154119791667 -0.2778914704375 NA
"2250" "17" "WALKING_UPSTAIRS" "TimeseriesBodyAccelerationJerkMean" 0.07680441704375 0.03083565139375 0.00759533846458334 -0.357233897916667
"2430" "17" "WALKING_UPSTAIRS" "TimeseriesBodyAccelerationJerkStandardDeviation" -0.292665827083333 -0.349791873229167 -0.657430836041667 -0.390912450416667
"2610" "17" "WALKING_UPSTAIRS" "TimeseriesBodyAccelerationMean" 0.252604768583333 -0.0228645614308333 -0.121290442104167 -0.0128062276916667
"2790" "17" "WALKING_UPSTAIRS" "TimeseriesBodyAccelerationStandardDeviation" -0.062952754100625 -0.0131721014395833 -0.230220954239583 -0.1028777303875
"2970" "17" "WALKING_UPSTAIRS" "TimeseriesBodyGyroscopeJerkMean" -0.142655397660417 -0.0414496328508333 -0.0223482086545833 -0.637367490625
"3150" "17" "WALKING_UPSTAIRS" "TimeseriesBodyGyroscopeJerkStandardDeviation" -0.606044344375 -0.676722847708333 -0.610586202291667 -0.68231162875
"3330" "17" "WALKING_UPSTAIRS" "TimeseriesBodyGyroscopeMean" -0.0304250571395833 -0.0548455941370417 0.0560931358145833 -0.235191249091667
"3510" "17" "WALKING_UPSTAIRS" "TimeseriesBodyGyroscopeStandardDeviation" -0.496562732729167 -0.493044125208333 -0.234402350714583 -0.440837260125
"3690" "17" "WALKING_UPSTAIRS" "TimeseriesGravityAccelerationMean" 0.853530565833333 -0.284153753333333 -0.298171464166667 -0.0128062276916667
"3870" "17" "WALKING_UPSTAIRS" "TimeseriesGravityAccelerationStandardDeviation" -0.949460372291667 -0.91597346625 -0.930159843541667 -0.1028777303875
"19" "18" "LAYING" "FrequencyDomainBodyAccelerationJerkMean" -0.986404709384615 -0.985865325230769 -0.989116865846154 NA
"199" "18" "LAYING" "FrequencyDomainBodyAccelerationJerkStandardDeviation" -0.986641245846154 -0.986210701230769 -0.990744752923077 NA
"379" "18" "LAYING" "FrequencyDomainBodyAccelerationMean" -0.985179972153846 -0.984909884615385 -0.988606906307692 -0.986788412
"559" "18" "LAYING" "FrequencyDomainBodyAccelerationStandardDeviation" -0.984321858307692 -0.986746450769231 -0.987224804307692 -0.987648484461539
